placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
zzz-222@5sb-8d5-kvf,sg:40593163fb75456bb91edf4fa6ab0a94,,,South Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.017138,-87.88552,1990 White St,Des Plaines,IL,60018,US,NA,,,,NA,,2019-07
zzz-222@5pw-p4w-td9,sg:bf15a227e11e47269522a1198b930df7,,,Mccleery Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.769743,-88.340111,McCleery Park,Aurora,IL,60506,US,NA,,,,NA,,2019-07
zzz-222@5sb-8hm-26k,sg:c7f55662b18d4c6ca0a08e186de89fad,,,Prairie Meadows Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.095463,-88.29371,89 Village Quarter Rd.,West Dundee,IL,60118,US,NA,,,,NA,,2019-07
zzz-222@5sb-7yp-qj9,sg:e8ec991cec844e49b87506c99e4d22ef,,,Berkeley Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.883214,-87.915756,5900 Kouba Dr,Berkeley,IL,60163,US,NA,,,,NA,,2019-07
222-222@5sb-859-t5f,sg:379c5523cbaf4974966874654bbafa7e,,,St James Farm Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.833143,-88.162607,2S541 Winfield Rd,Warrenville,IL,60555,US,NA,,,,NA,,2019-07
zzz-222@5sb-7gy-ht9,sg:8f2386c64d2a483ab3981553ccbc305b,,,Doolittle Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.362738,-88.04717,Doolittle Park,Grayslake,IL,60030,US,NA,,,,NA,,2019-07
zzz-222@5pj-5nd-5cq,sg:b9d886fd308148acaa35c401044ba8fb,,,Everett Moody Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.582544,-89.992083,S Ruby Ln,Fairview Heights,IL,62208,US,NA,"{ """"Mon"""": [[""""8:00"""", """"10:00""""]], """"Tue"""": [[""""8:00"""", """"10:00""""]], """"Wed"""": [[""""8:00"""", """"10:00""""]], """"Thu"""": [[""""8:00"""", """"10:00""""]], """"Fri"""": [[""""8:00"""", """"10:00""""]], """"Sat"""": [[""""8:00"""", """"10:00""""]], """"Sun"""": [[""""8:00"""", """"10:00""""]] }",,,NA,,2019-07
zzz-222@5pv-yy3-6hq,sg:126da035d3594611b71b10bcbb294a76,,,Steelworkers,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.737343,-87.52994,E 87th St At The Lake,Chicago,IL,60617,US,NA,,,,NA,,2019-07
zzz-222@5pw-6qj-8jv,sg:178ec3a4586d41358d40a85d6cc93337,,,Legion,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.984545,-87.706437,3100 W Bryn Mawr Ave,Chicago,IL,60659,US,NA,,,,NA,,2019-07
zzz-222@5pj-5cq-w6k,sg:7b93814e7e2140b7bc87a28b2ee850c5,,,Thoman Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.581557,-89.916764,1021 Nancy Dr,O Fallon,IL,62269,US,NA,,,,NA,,2019-07
zzz-222@5pw-p8r-vcq,sg:9b8d1779ec644f5b86bae33f1eb4bea1,,,Farmington Lakes Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.711239,-88.312728,Farmington Lakes Park,Oswego,IL,60543,US,NA,,,,NA,,2019-07
zzz-222@5sb-cz3-6hq,sg:ca81501480ff4b96a79ac2ebd79cd251,,,Macarthur Woods Forest Preserve,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.248493,-87.9334,Macarthur Woods Forest Preserve,Mettawa,IL,60048,US,NA,,,,NA,,2019-07
zzz-222@5sb-87h-mtv,sg:f9e85dee3e504caf997d6f116460c654,,,Seven Gables Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.841047,-88.102826,1750 S Naperville Rd,Wheaton,IL,60189,US,NA,,,,NA,,2019-07
zzz-222@5sb-8gq-skf,sg:009e487c9042435bbda35cf22a667ef5,,,Westbrook Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.065725,-87.958674,Westbrook Park,Mount Prospect,IL,60056,US,NA,,,,NA,,2019-07
zzz-222@5pw-6qf-z2k,sg:85aa9914664e4f198e28138396b4b016,,,Chase Salmon,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.96743,-87.667783,4725 N Ashland Ave,Chicago,IL,60640,US,NA,,,,NA,,2019-07
zzz-222@5pv-wqk-f4v,sg:dd8b8554dfba4d3d886d1df18700f428,,,Spalding Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.124275,-88.251793,900 North Harris Ave,Champaign,IL,61820,US,NA,,,,NA,,2019-07
zzw-222@5sb-89v-8n5,sg:096e0936a6394698a2c12d306eaff552,,,Village of Hoffman Estates,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.063987,-88.124802,1900 Hassell Rd,Hoffman Estates,IL,60169,US,18478829100,,,,NA,,2019-07
zzz-222@5q2-rr8-jgk,sg:3c1108f810ab4e1a9d15b8722d791290,,,Rma Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.206544,-90.754235,600 NW 6th St,Aledo,IL,61231,US,NA,,,,NA,,2019-07
zzz-222@5pz-qj3-vzz,sg:4d653bb9daaa42c1912403d28dee6220,,,Rockwell Mound Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.305194,-90.064002,W Tremont St & Rockwell Ave,Havana,IL,62644,US,NA,,,,NA,,2019-07
222-222@5pw-5zc-5cq,sg:86c2b0527849411d9234d32bd01fd146,,,Park Fullerton by Reside,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.92536,-87.637567,325 W Fullerton Pkwy,Chicago,IL,60614,US,17732811618,,,,NA,,2019-07
zzz-222@5sb-8gn-rrk,sg:268b89aa285c44319d5bbf6fe4de07df,,,Prospect Meadows Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.086771,-87.945928,Unknown,Mount Prospect,IL,60056,US,NA,,,,NA,,2019-07
zzz-222@5pw-m9p-py9,sg:4b9fc51ed37c4922b4dbf02de710dc7d,,,St Marys Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.347439,-89.093055,Grant Ave & Washington St,LaSalle,IL,61301,US,NA,,,,NA,,2019-07
zzz-222@5pj-5j6-t9z,sg:504199349c9042ad8cf491514f3db0cc,,,Robertson Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.705196,-90.129064,2517 Edwards St,Granite City,IL,62040,US,NA,,,,NA,,2019-07
zzz-222@5sb-7tm-snq,sg:87083b5ddb984f30969db26d639876b1,,,Pochet Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.022133,-88.096509,301 Pochet Ln,Schaumburg,IL,60193,US,NA,,,,NA,,2019-07
zzz-222@5sb-87d-bx5,sg:b2c4c3f2584e44698854a6ddc9ad7097,,,Presidents Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.852617,-88.083912,Prospect & Dawes,Wheaton,IL,60189,US,NA,,,,NA,,2019-07
zzz-222@5pv-35v-vfz,sg:bd38f9af51ac4859b8d07bbc98f81f42,,,Durham Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.717601,-88.015804,Durham Park Ave,Onarga,IL,60955,US,NA,,,,NA,,2019-07
zzz-222@5pw-6sv-bp9,sg:d10bd36a8d9a490095cf238b504116a6,,,Northfield Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.097737,-87.764252,1601 Sunset Rd,Northfield,IL,60093,US,NA,,,,NA,,2019-07
zzz-222@5pw-2q3-r49,sg:3aa8bc3088f04c7f9942bc1c27f2cd3c,,,Willowbrook Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.594529,-87.610812,Willowbrook Park,South Holland,IL,60473,US,NA,,,,NA,,2019-07
zzz-222@5ph-zhw-94v,sg:417470623d4f43a4a7d9a9d976a3fc29,,,Ratz Memorial City Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.212785,-89.999434,Illinois State Route 3 & Park Plaza Dr,Red Bud,IL,62278,US,NA,,,,NA,,2019-07
zzz-222@5pv-wqr-bx5,sg:a3d484be8f4f4e1cad722992e798657f,,,Bristol Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.128999,-88.238486,1300 N Market St,Champaign,IL,61820,US,NA,,,,NA,,2019-07
zzy-222@5ph-zzq-649,sg:fc7b79646ebe4c4495b08ec4542a0c88,,,Smithton Turner Hall,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,38.410038,-89.993381,15 N Julia St,Smithton,IL,62285,US,16182779690,,,,NA,,2019-07
zzz-222@5sb-czp-bkz,sg:33b12359ed33498c8dec20f887dc44ca,,,Alleghany Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.325652,-88.051502,31999 N Alleghany Rd,Grayslake,IL,60030,US,NA,,,,NA,,2019-07
zzz-222@5sb-7xp-649,sg:6d03bfd6576f4479b993ce8f0d27ca9f,,,Prince Pond,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.797821,-88.015336,Main St,Downers Grove,IL,60515,US,NA,,,,NA,,2019-07
zzz-222@5pw-6q6-q75,sg:a87401ca10db4e15851adcda569d4f4e,,,Beck Park Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.050437,-87.709265,Unknown,Skokie,IL,60201,US,NA,,,,NA,,2019-07
zzz-222@5sb-96x-nkf,sg:f691c4a40a6548e9a9844d21641aaf41,,,Saturn Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.274515,-88.989178,66XX Garrett Ln,Rockford,IL,61107,US,NA,,,,NA,,2019-07
zzz-222@5sb-7xw-xnq,sg:48d5b37dd606492fa951aa631248c125,,,East End Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.902962,-87.922247,467 E Schiller St,Elmhurst,IL,60126,US,NA,,,,NA,,2019-07
zzz-222@5sb-dfs-yn5,sg:4d27ef7af4514571b1ac19a4a5130721,,,Dunhill Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.345688,-87.956737,6229 Crossland Blvd,Gurnee,IL,60031,US,NA,,,,NA,,2019-07
zzz-222@5pz-sdy-jqf,sg:a1eb0c35dde444bebbca88b4d765bd74,,,Spring Lake Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.50321,-90.713641,10050 N 500th Rd,Macomb,IL,61455,US,13098362887,,,,NA,,2019-07
zzz-222@5pw-6qm-5zz,sg:cbbd82ff2ed142cea26b93c39feafbcc,,,Prinz Tobey Beach,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.00592,-87.658032,1050 W Pratt Blvd,Chicago,IL,60626,US,NA,,,,NA,,2019-07
zzy-222@5sb-7x6-pjv,sg:eed4098545bd4748ab6187962ccba179,,,Village Green Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.863926,-88.076676,130 N Lambert Rd,Glen Ellyn,IL,60137,US,NA,,,,NA,,2019-07
zzz-222@5sb-8kx-k2k,sg:7fa8287891cb4a828a579d082da0ed4b,,,Deerpath Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.134468,-88.348612,Deerpath Park,Carpentersville,IL,60110,US,NA,,,,NA,,2019-07
228-222@5pw-624-q75,sg:b7cdee28f9534dd480c5f5041a3e4de1,,,Bennett Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.890917,-87.61626,456 E Illinois St,Chicago,IL,60611,US,NA,,,,NA,,2019-07
zzz-222@5sb-ddv-x3q,sg:ddbb30644cdc49178669311e11f9094f,,,Kings Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.350259,-87.916687,Providence Rd,Gurnee,IL,60031,US,NA,,,,NA,,2019-07
zzz-222@5pv-f3s-3bk,sg:fd07566884f6488183c46884c6e76d3c,,,Alton Depot Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.47831,-89.008081,101 S Western Ave,Bloomington,IL,61701,US,NA,,,,NA,,2019-07
zzz-222@5q2-x6f-5cq,sg:8b2da2bfedd7482f8530cdabc4023b76,,,Geneseo City Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.449685,-90.156989,Pearl & Center St,Geneseo,IL,61254,US,NA,,,,NA,,2019-07
zzz-222@5sb-8jr-rp9,sg:8fa2828c46a649ca941ba6b624fe61b8,,,Century Oaks Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.065144,-88.316252,1300 N McLean Blvd,Elgin,IL,60123,US,NA,,,,NA,,2019-07
zzz-222@5sb-7yd-cwk,sg:b0afa6c69c1d41c7967b51e28fea3f0d,,,Robinhood Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.835575,-87.869564,Unknown,La Grange Park,IL,60526,US,NA,,,,NA,,2019-07
zzz-222@5q2-vy5-bp9,sg:b2dd92df42da47b7a9014e4572db60e6,,,North Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.865963,-89.674769,2nd Street,Dunlap,IL,61525,US,NA,,,,NA,,2019-07
zzz-222@5pw-6r3-33q,sg:b410db3563014fdbacdb2c14a202d79e,,,Cunliff Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.064876,-87.769228,540 Echo Ln,Skokie,IL,60025,US,NA,,,,NA,,2019-07
zzy-222@5py-tjn-yd9,sg:b90978b9388848a4844e1d72d60f391d,,,Palestine Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,39.002684,-87.613947,Rr 1,Palestine,IL,62451,US,16185862147,,,,NA,,2019-07
zzz-222@5pw-69c-y5f,sg:395f341c0f6b4365aa12aa5c537379be,,,Mayfair,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.963354,-87.741995,4550 W Sunnyside Ave,Chicago,IL,60630,US,17736853361,,,,NA,,2019-07
zzz-222@5sb-d3y-btv,sg:d97dc761f1814da682ed944113ff6c76,,,Millard Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.181428,-87.78184,Millard Park,Highland Park,IL,60035,US,NA,,,,NA,,2019-07
zzz-222@5pv-wrm-7yv,sg:ec91d0741349416e8011f602702389c2,,,Sunset Ridge Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.133257,-88.313533,4102 Boulder Ridge Dr,Champaign,IL,61822,US,NA,,,,NA,,2019-07
zzz-222@5sb-t4h-h3q,sg:f698b49d72364f9cbcb992f5977f4570,,,Sinnissippi Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.796946,-89.65976,Sinnissippi Park,Sterling,IL,61081,US,NA,,,,NA,,2019-07
zzz-222@5sb-7y3-s89,sg:0a671c9f406c4988b867636783ac1ae6,,,Pioneer Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.883671,-87.94494,W Vallette St,Elmhurst,IL,60126,US,NA,,,,NA,,2019-07
zzz-222@5sb-7tm-nqz,sg:1f33cc641bb048a686fcba68598189a7,,,Jaycee Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.008315,-88.113473,918 Cornell Ln,Schaumburg,IL,60193,US,NA,,,,NA,,2019-07
zzz-222@5pw-6f2-45f,sg:75a797fc064d458dbd342ba2275be365,,,Bradwell,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.755156,-87.558121,Bradwell,Chicago,IL,60649,US,NA,,,,NA,,2019-07
zzw-223@5pv-mmm-wzf,sg:923dc3773446445da395b9b026dd669e,,,Riverfront Park Playground,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.683959,-89.582866,1000 Riverside Dr,East Peoria,IL,61611,US,NA,,,,NA,,2019-07
zzz-222@5sb-xt8-t5f,sg:ceace2b9fca2461abb5453c84e373604,,,Henrietta Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.272195,-89.127403,527 S Henrietta Ave,Rockford,IL,61102,US,NA,,,,NA,,2019-07
zzz-222@5pw-25j-t5f,sg:05d54d3cc1244280b8248e598dbd309a,,,Wlodarski Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.587495,-87.829501,16651 Robinhood Dr,Orland Park,IL,60462,US,NA,,,,NA,,2019-07
22d-222@5sb-d4k-ch5,sg:4a5c4e0894ed494b806cb13ae6f18bea,,,Ravinia Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.159618,-87.772855,418 Sheridan Rd,Highland Park,IL,60035,US,18472665000,,,,NA,,2019-07
zzz-222@5pw-25j-pd9,sg:c6369bf69064488ab0d1cb5bf22badbe,,,Crystal Creek Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.598398,-87.831202,16098 Laural Dr,Orland Park,IL,60462,US,NA,,,,NA,,2019-07
zzw-222@5pw-6rs-26k,sg:6ab789137b77433b928b95158a5120de,,,Wilmette Park District,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.080937,-87.690465,200 Lake Ave,Wilmette,IL,60091,US,18472511642,,,,NA,,2019-07
zzz-222@5pw-623-z2k,sg:7540efb7abc64149a357bae2ef768fe5,,,Ogden William Plaza,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.889895,-87.61992,429 N Columbus Dr,Chicago,IL,60611,US,NA,,,,NA,,2019-07
zzy-222@5sb-756-qzz,sg:885969b026ab40f2a6a20a4fe86beb21,,,Marengo Ridge Conservation Area,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.376158,-88.618043,3100 Il 23,Marengo,IL,60152,US,NA,,,,NA,,2019-07
224-222@5pv-mcw-k9f,sg:940bbbd8a4d4465d83c0323514925ee4,,,Washington Park Dist,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.703108,-89.39952,105 S Spruce St,Washington,IL,61571,US,NA,,,,NA,,2019-07
zzz-222@5pw-3mx-p7q,sg:d3d4583230fa48c1bdf31920d06abdc1,,,Heritage Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.436972,-87.644862,1550 Sangamon Street,Crete,IL,60417,US,NA,,,,NA,,2019-07
zzz-222@5sb-8jt-d7q,sg:2fe95f0409604516b487332c803b01d4,,,Foundry Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.037564,-88.287853,199 S State St,Elgin,IL,60123,US,NA,,,,NA,,2019-07
zzz-222@5pw-2wc-sbk,sg:46d13427b0ce4426b8333ffb57d7f737,,,63Rd Street Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.772542,-88.05686,63rd Street Park,Woodridge,IL,60517,US,NA,,,,NA,,2019-07
zzz-222@5sb-7yf-3t9,sg:e87efe3ef5274dfd838c190f1d82137b,,,William G Yena Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.839465,-87.856554,1401 Harrison Ave,La Grange Park,IL,60526,US,NA,,,,NA,,2019-07
zzz-222@5pw-23g-wx5,sg:fb404703babf4eeaa771b1c8061fb7cf,,,Grasslands Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.579677,-87.896943,10750 Steeplechase Pky,Orland Park,IL,60467,US,NA,,,,NA,,2019-07
zzz-222@5pw-2n4-tjv,sg:af7bdde93768442184b68abc30deef20,,,Latrobe Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.751072,-87.749182,Unknown,Burbank,IL,60459,US,NA,,,,NA,,2019-07
zzz-222@5sb-8fc-grk,sg:01a2a02cc43248e2843fda609ce14f79,,,Mohawk Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.977702,-87.960549,Mohawk Park,Bensenville,IL,60106,US,NA,,,,NA,,2019-07
zzz-222@5sb-7t3-qcq,sg:0a4d00ff72ad484a9656cf61ed17e35e,,,Fair Oaks West Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,41.920007,-88.170345,391 Illini Dr,Carol Stream,IL,60188,US,NA,,,,NA,,2019-07
zzz-222@5sb-7f5-xyv,sg:233669e69b284cd6a368e2c0d268c0bd,,,Fieldbrook Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.305261,-88.119147,Liberty Lakes Boulevard,Wauconda,IL,60084,US,NA,,,,NA,,2019-07
zzz-222@5sb-7gf-6x5,sg:803e97a7ee8343de97ec9a3afb0d1599,,,Village Of Round Lake Heights Open Space,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.388269,-88.107572,1940 Lotus Dr,Round Lake Heights,IL,60073,US,NA,,,,NA,,2019-07
zzz-222@5pv-hz4-6zf,sg:86397d27b0074157bb10639016deb023,,,Memorial Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,40.137592,-89.399418,1520 St,Lincoln,IL,62656,US,NA,,,,NA,,2019-07
